2.761950315066671102e+00,-3.151960301766139949e+00
1.895869388109226783e+00,7.140862569358663592e-02
-1.203792546769053118e+00,-2.434796782936904602e+00
1.089330832793233839e-02,-2.787753979204897981e+00
-1.989451242415830823e+00,-1.511578482153156600e+00
1.249466778968479019e+00,-8.001801043780245593e-01
-1.114883901778586761e+00,3.116269882271668124e+00
-3.126284302439434448e+00,2.728968892345119635e+00
1.989142193958651994e+00,1.097111354350492896e+00
-1.854696492407989172e+00,-3.245512354223246465e+00
1.737837118604857345e+00,-2.529692558671249980e+00
3.898517483803757955e+00,-3.005088053226610878e+00
2.354432131395665984e+00,-3.851104654357861978e+00
-3.442481534047738823e+00,7.363143810794294808e-01
4.347814866689283519e-01,-1.485977518230126027e+00
2.815157772412611337e+00,3.067410753646244714e-01
-3.135643499835241155e+00,-1.925014886526390967e+00
3.322861341119869749e+00,-3.899838026463152030e+00
-7.600468635671715489e-01,1.370245015217308904e+00
2.639321092130192170e+00,-2.132200440801362618e+00
-4.076154767863441997e+00,-2.914472055599915290e+00
-9.221205704734520836e-01,-1.421242383586596159e+00
2.038296523745119160e+00,-9.651107139938490675e-01
6.784765426982826142e-01,-2.924084577853804046e+00
-1.932469648474667068e+00,-5.139196795722122957e-01
-3.898478052064664467e-01,2.813621279642734230e+00
1.200053842011878480e+00,8.932227087581905423e-01
-9.655417094051870208e-01,-3.317643153165805714e+00
-2.270813709035928607e+00,-2.365336553825417631e+00
-2.789855320630299840e+00,-9.365373073540999016e-01
-1.977517241359664446e+00,-4.158167790933571695e+00
-2.358554081535496394e+00,2.735424543867725156e+00
1.853473968769179692e+00,-3.432851461153730188e+00
5.294710016544499354e-01,-5.996733874535005171e-01
-1.432169085075023940e+00,6.783494145165720468e-01
-4.482253825815485371e-01,-2.113175357524927023e+00
1.141967727445630132e+00,-1.812870374785199079e+00
3.371803930032246654e+00,-2.692237944509060288e+00
4.589690625920125555e+00,-2.295856495161372912e+00
2.275926412342019312e+00,-2.725330986485462681e+00
-8.014517673988557078e-01,3.658504889919491632e+00
-2.738116600527989331e+00,6.014643168203095414e-01
-3.789381894552583674e+00,2.501686393152936283e+00
2.611937370304371342e+00,-4.365331518077208983e-01
3.021901085962154454e+00,9.549989493558994624e-01
-9.224110643796050724e-01,2.234933527519027407e+00
-9.982461649238647539e-01,-4.163571740140028510e-01
-1.496223818956901486e+00,-1.891068603006966331e+00
-3.203261407244304415e+00,-2.662147052744758824e+00
-5.082242371972601092e+00,-3.472674594712009899e+00
-3.788107883955417421e+00,1.324451986380826618e+00
-1.822566056600088746e+00,3.560025002063916588e+00
1.210117980294560525e+00,-1.599002880635147505e-01
-3.886764697211293473e+00,-2.054014172893425361e+00
2.292721056447041938e+00,-4.509202611143733108e+00
2.276005726937366802e+00,6.621828062284542682e-01
-2.599896464426401543e+00,-1.590337404794978315e+00
-1.691926427094276431e+00,-9.810007857012212895e-01
1.584667997686709739e+00,1.661803346848010676e+00
-2.596607755157544162e+00,-4.845968053760293159e+00
3.276589729186143884e+00,-3.318537092866071792e+00
1.959947029811681674e-01,-3.496638628822688943e+00
4.307911082371829181e-01,-2.150368277422733954e+00
-5.018706910595334136e-01,5.592231907362341659e-01
1.685770123439198187e+00,-1.591015001061794276e+00
-2.630573394709223578e-02,1.992838507504893997e+00
-1.682249274330267053e+00,-2.664049621360781828e+00
-1.718918808153055977e-01,-8.270701449975899067e-01
-2.856493286486201821e+00,-3.563387187679609269e+00
-1.546263734668570589e+00,1.622009142523801017e+00
4.302941273386329257e+00,-3.405023875633226726e+00
3.821743750909652348e+00,2.035285590282365220e-01
-4.228989289960612297e+00,-3.787367415932524572e+00
1.929205785706654019e+00,-4.551019562885514347e-01
-3.552373743916395377e+00,3.156254166144135453e+00
-2.857527361915640274e+00,1.988942426407511732e+00
3.335889303729191013e+00,-1.433493570282462493e+00
3.981639313547940873e+00,1.262866991169819819e+00
-4.246683178551528215e+00,6.617080688576395531e-01
2.884704972799399414e+00,-4.302834505678574395e+00
1.590541867540693488e+00,-4.565417212813270176e+00
-7.952917615586230227e-01,-2.693315763153746545e+00
-3.094613905959278100e-01,3.227787106975041453e+00
-4.980721101018677821e+00,-2.807435233995577040e+00
2.637511284931429500e+00,1.648435780293316277e+00
1.529382412764313415e+00,7.770150860194844356e-01
8.900516312893422821e-01,-1.280917204227134398e+00
-1.319728157170131144e+00,-3.912817048206583159e+00
-3.187455469553244658e+00,-4.419120228549644480e-02
5.329289127099730905e+00,-1.989394908322819955e+00
3.943788488310346452e+00,-2.155924930121649208e+00
-2.842236916704655947e+00,3.157396943150224899e+00
5.056381058704873865e+00,-2.628032361482680379e+00
-3.462109702706784198e+00,-1.318287013993594048e+00
3.626945061342389920e+00,-5.601247507184030638e-01
2.635888224013085868e+00,-3.518659903576316861e+00
3.980575515680348175e+00,-4.179624192086668799e+00
-3.203643389030308875e+00,1.201332459528789975e+00
7.810677836969848187e-02,-1.311453558714642753e+00
-1.871230414523010310e+00,-5.015944175089465773e+00
